1,8,16,24,32,40,48,56,63,71,79,87,95,103,111,119,127,135,143,151,159,167,175,183,191,199,207,215,223,231,239,247,255,263,271,279,287,295,303,310,319,327,335,343,351,359,367,375,382,391,399,407,415,423,431,439,447,455,463,471,479,487,495,503,511,519,527,535,543,551,559,567,575,583,592,599,607,615,623,631,640,648,655,664,672,680,688,696,704,712,720,728,736,744,752,760,768,776,784,793,801,809,817,825,833,842,849,857,865,873,881,889,896,905,913,921,929,937,945,953,960,968,975,984,992,1000,1008,1016
5,6,6,7,8,9,9,10,11,11,12,13,14,14,15,16,17,17,18,19,20,20,21,22,23,23,24,25,26,26,27,28,29,29,30,31,32,32,33,34,34,35,36,37,37,37,38,39,40,40,41,42,43,44,44,45,46,46,47,48,49,49,50,51,52,52,53,53,54,54,55,56,56,56,57,58,59,59,60,60,61,61,62,63,63,63,64,65,66,66,67,67,68,68,69,70,70,70,71,73,72,73,73,74,75,75,75,76,77,77,78,79,79,80,80,81,81,82,83,84,84,84,85,86,86,87,87,88
